📡　央视,#genre#
湖北综合,http://59.173.243.210:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
湖北公共,http://59.173.243.210:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
湖北经视,http://59.173.243.210:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
湖北影视,http://59.173.243.210:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖北垄上,http://59.173.243.210:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
湖北综合,http://119.36.148.115:59901/tsfile/live/1005_1.m3u8
湖北公共,http://119.36.148.115:59901/tsfile/live/1007_1.m3u8
湖北垄上,http://119.36.148.115:59901/tsfile/live/1006_1.m3u8
湖北经视,http://119.36.148.115:59901/tsfile/live/1004_1.m3u8
湖北垄上,http://220.249.114.102:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
湖北教育,http://220.249.114.102:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖北生活,http://220.249.114.102:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
湖北影视,http://220.249.114.102:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
湖北垄上,http://58.19.43.46:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖北经视,http://58.19.43.46:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
湖北影视,http://58.19.43.46:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
武汉新闻综合,http://home.sylaigym.top:8887/rtp/239.69.1.145:10506
武汉电视剧,http://home.sylaigym.top:8887/rtp/239.69.1.146:10512
武汉生活,http://home.sylaigym.top:8887/rtp/239.69.1.251:11148
武汉经济,http://home.sylaigym.top:8887/rtp/239.69.1.35:9850
武汉文体,http://home.sylaigym.top:8887/rtp/239.69.1.147:10518
武汉外语,http://home.sylaigym.top:8887/rtp/239.69.1.36:9856
武汉教育,http://home.sylaigym.top:8887/rtp/239.69.1.60:9994
武汉新闻综合,http://59.173.243.210:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
武汉科技生活,http://59.173.243.210:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
武汉电视剧,http://59.173.243.210:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
武汉教育,http://59.173.243.210:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
武汉文体,http://59.173.243.210:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
武汉外语,http://59.173.243.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
武汉教育,http://58.48.37.158:1111/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
武汉新闻综合,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
武汉电视剧,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
武汉科技生活,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
武汉文体,http://58.48.37.158:1111/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
十堰新闻综合,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济旅游,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
十堰丹江口综合,http://dsk.cc/hubtv/cjy.php?id=djkzh
鄂州新闻综合,http://ezhou-live21.cjyun.org/10098/s10098-EZ1T.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-0f99f7df9fd0d3fca9beca6bafa6b043
鄂州公共,http://ezhou-live21.cjyun.org/10098/s10098-EZ2T.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-ab320ba90f39f94baba04e30ff07c52e
鄂州综合,http://ezhou-live21.cjyun.org/10098/s10098-EZ1T.m3u8?auth_key=1735660799-0-0-d737b8c7fad391cc6187d35123baff28
鄂州公共,http://ezhou-live21.cjyun.org/10098/s10098-EZ2T.m3u8?auth_key=1735660799-0-0-6deee5ef6d55cce1a924b7c14a999a69
荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门科技文旅,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
黄冈新闻,http://huanggang-live21.cjyun.org/10210/s10210-xwzh.m3u8?auth_key=1735660799-0-0-d97fed8905fc6066ed8fa063e40b13c0
黄冈公共,http://huanggang-live21.cjyun.org/10210/s10210-xwgg.m3u8?auth_key=1735660799-0-0-39c6d712b6337fbdefe84e2d22e34513
黄冈罗田综合,http://dsk.cc/hubtv/cjy.php?id=ltzh
黄石新闻综合,http://huangshifb-live21.cjyun.org/10200/s10200-huangshitv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-e22af05072c6fa8bc1fc35e042e97467
黄石新闻综合,https://huangshifb-live21.cjyun.org/10200/s10200-huangshitv01.m3u8?auth_key=1735660799-0-0-a2a4204859d1b4447db4050a4bc202b1
黄石阳新新闻,http://yangxin-live21.cjyun.org/10104/s10104-yangxin-tv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-a27d99b67d0e39445f1df5ea6ad088ec
咸宁综合,http://xianning-live21.cjyun.org/10140/s10140-XNTV-1.m3u8?auth_key=1735660799-0-0-b380d98b910466afbd9053c25a7dc408
咸宁经济生活,http://xianning-live21.cjyun.org/10140/s10140-XNGG.m3u8?auth_key=1735660799-0-0-d81f4b2fc33920d8341033fef8dcfd16
咸宁综合,http://xianning-live21.cjyun.org/10140/s10140-XNTV-1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-fea9ed9b2105c8e66da382be47a0acae
咸宁经济生活,http://xianning-live21.cjyun.org/10140/s10140-XNGG.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-8cb875770938fdeb7179752f74e13062
咸宁赤壁一套,http://chibi-live21.cjyun.org/10138/s10138-CBTV1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-a9f4eb22b55c750628c090d53a445bbc
咸宁崇阳综合,http://61.184.176.248:10500/live/live.m3u8
孝感新闻综合,http://xiaogan-live21.cjyun.org/10139/s10139-shpd.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-2286294457518d52f02d91906380d72a
孝感生活,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-1d24a98d45449c0f85cda4bddc5d72a6
孝感新闻综合,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1735660799-0-0-c66126a1e65c45cfa675dd5f16914315
孝感孝昌综合,http://xiaochang-live21.cjyun.org/10128/s10128-xcxw.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-948b2cf2777e352d9f83660c9b79aa3f
孝感孝昌综合,http://xiaochang-live21.cjyun.org/10128/s10128-xcxw.m3u8?auth_key=1735660799-0-0-886396e7a9ce6f90ecdbfdf669624539
孝感应城综合,http://yingcheng-live21.cjyun.org/10135/s10135-YCZH.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-683be43745bd3709006be7b43135de61
孝感应城综合,http://yingcheng-live21.cjyun.org/10135/s10135-YCZH.m3u8?auth_key=1735660799-0-0-b43106dd66cd5d9c827699f0b0204306
孝感大悟综合,http://yunshangdawu-live21.cjyun.org/10129/s10129-dwzhpd.m3u8?auth_key=1735660799-0-0-b1bf1625df01ea7dabc97bf7aa7f253d
荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-2bb0015980b1b3742cea1d78f13eb6ca
荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-7dff02969ff316d795ac73c86747fd05
荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1735660799-0-0-e0477d4b5bc584e7518a1bde13892cbe
荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1735660799-0-0-73625822ff2c77aefa1589e94281edad
荆州松滋综合,http://songzi-live21.cjyun.org/10194/s10194-songzi-tv1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-388ba0519fa8a2846925a78282f2aa1f
荆州江陵综合,http://dsk.cc/hubtv/cjy.php?id=jlzh
襄阳谷城综合,http://gucheng-live21.cjyun.org/10116/s10116-GCTV1.m3u8?auth_key=1735660799-0-0-54db49cb2f7940e29d9dfceb9747b0af
襄阳谷城综合,http://gucheng-live21.cjyun.org/10116/s10116-GCTV1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-b8eee5fa844d684da58e16386fdc88c8
宜昌秭归综合,http://zigui-live21.cjyun.org/10111/s10111-ZGTV1.m3u8?auth_key=1735660799-0-0-e80e38a154f9ea053e26d2ff5038530a
宜昌宜都综合,http://yidushi-live21.cjyun.org/10092/s10092-yidushitv01.m3u8?auth_key=1735660799-0-0-f29f0d99f876e49e55132b30d52133db
宜昌长阳综合,http://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-c16910d50f308ea1150ce2648945a081
宜昌长阳综合,http://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1735660799-0-0-f8867ea6ca06a65bdf95048518db1f6a
宜昌当阳电视台,http://dangyang-live21.cjyun.org/10118/s10118-DYZH.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-68ad690365557a3ecc64c751a1b02f4a
宜昌当阳电视台,http://dangyang-live21.cjyun.org/10118/s10118-DYZH.m3u8?auth_key=1735660799-0-0-f8e56d713bf81af226bae8057d9a1bad
宜昌兴山综合,http://xingshan-live21.cjyun.org/10108/s10108-xingshanTV01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-dafdeaf8f8034a40ebc17a1f8f3a603f
宜昌枝江综合,http://zhijiang-live21.cjyun.org/10120/s10120-zjtv.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-16e87303959711040a8b485858a82a78
宜昌枝江综合,http://zhijiang-live21.cjyun.org/10120/s10120-zjtv.m3u8?auth_key=1735660799-0-0-fd9715217b53a31e92b5d42d24438b4a
恩施鹤峰综合,http://hefeng-live21.cjyun.org/10100/s10100-hftv1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-b42f6cb29eb3b901079113901761aa96
📺　安徽,#genre#
安徽卫视,http://218.89.240.144:59901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://60.174.40.117:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://223.241.247.214:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://110.80.17.38:9999/tsfile/live/0130_2.m3u8
安徽卫视,http://203.205.191.53/live.ahsx.ahtv.cn/live/ahwssx.m3u8
安徽经济生活,http://203.205.191.53/live.ahsx.ahtv.cn/live/jjshtv.m3u8
安徽公共,http://203.205.191.53/live.ahsx.ahtv.cn/live/ggtv.m3u8
安徽影视,http://203.205.191.53/live.ahsx.ahtv.cn/live/ystv.m3u8
安徽科教,http://203.205.191.53/live.ahsx.ahtv.cn/live/nykjtv.m3u8
安徽体育,http://203.205.191.53/live.ahsx.ahtv.cn/live/zytytv.m3u8
安徽经济生活,http://wyflv.ahwanyun.cn/live/eac499adad7b49ff9cfa79ba84693959.m3u8
安徽综艺体育,http://wyflv.ahwanyun.cn/live/c41f112b83f644ddb082669501c8ecd3.m3u8
安徽影视,http://wyflv.ahwanyun.cn/live/d18ff95cb1fb4bbcb56215e189fc12be.m3u8
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
合肥新闻,http://60.172.130.146:352/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.123.209.77:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.123.210.46:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.32.151:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.32.141:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.33.152:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.33.149:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.123.210.31:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.33.119:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.123.209.31:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.123.208.223:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.33.162:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.33.79:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.123.210.115:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.32.110:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南综合,http://112.122.32.140:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
淮南公共,http://112.30.194.221:20080/live/6e43da3335a640b3a73c948fccf935c5/hls.m3u8
淮北新闻综合,https://live.hbnews.net/video/xwzh/index.m3u8
淮北新闻综合,http://xcblive.hbcoal.com/3/sd/live.m3u8
淮北经济生活,https://live.hbnews.net/video/ggpd/index.m3u8
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
宿州经济生活,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
宿州萧县新闻综合,http://60.171.239.216:9080/hls/stream1.m3u8
亳州综合,http://zbbf2.ahbztv.com/live/416.m3u8
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8
亳州综合,http://112.122.32.119:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
亳州综合,http://112.122.32.140:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
池州新闻综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州文教生活,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
池州新闻综合,http://60.174.40.117:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
池州文教生活,http://60.174.40.117:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
池州东至新闻,http://60.174.40.117:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
淮南新闻综合,http://112.30.194.221:20080/live/cb8cb76bfc154f579df8c9d2443127af/hls.m3u8
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8
庐山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8?zanhd
黄山公共生活,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8?zanhd
黄山祁门新闻综合,http://file.qmxrmt.com/nmip-media/channellive/channel108622/playlist.m3u8
黄山歙县综合,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8
黄山屯溪融媒,http://112.30.194.221:20080/live/63cfaf06e7064943b9a1b7d76d3470dd/hls.m3u8?zanhd
安庆岳西综合,http://112.30.194.221:20080/live/b62955a9283f4c2ea8ccb96e8ac468bc/hls.m3u8
安庆潜山新闻综合,http://60.171.171.101:8278/rtmp_export/video22.m3u8?zanhd
阜阳阜南新闻,http://112.122.32.151:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.122.32.141:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.123.208.223:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.123.210.115:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.123.210.100:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.123.209.77:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.122.33.149:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.123.210.46:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.122.33.79:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.122.33.162:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.122.33.152:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.123.209.31:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.122.33.119:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.123.210.31:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.123.209.253:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.122.32.4:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳阜南新闻,http://112.122.32.119:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
蚌埠固镇综合,http://www.guzhenm.com:7001/hls/hd-live.m3u8
马鞍山当涂新闻综合,http://112.30.194.221:20080/live/4f38ef59c79e4d4bac1a995681102573/hls.m3u8
📺　江西,#genre#
江西卫视,http://110.80.17.38:9999/tsfile/live/0138_2.m3u8
江西卫视,http://218.89.240.144:59901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://local-live.jxtvcn.com.cn/live/tv_jxtv1.m3u8
江西卫视,http://local-live.jxtvcn.com.cn/live/tv_jxtv1.flv
江西卫视,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv1
江西卫视,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?t=t&token=t
江西卫视,http://php.jdshipin.com:8880/jxtv2.php?id=1
江西新闻,http://local-live.jxtvcn.com.cn/live/tv_jxtv7.m3u8
江西新闻,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv7.m3u8
江西新闻,http://local-live.jxtvcn.com.cn/live/tv_jxtv7.flv
江西新闻,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv7.flv
江西新闻,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv7
江西新闻,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jxtv7
江西新闻,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8?t=t&token=t
江西新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxxw
江西都市,http://58.17.48.228:808/hls/18/index.m3u8
江西都市,http://local-live.jxtvcn.com.cn/live/tv_jxtv2.m3u8
江西都市,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv2.m3u8
江西都市,http://local-live.jxtvcn.com.cn/live/tv_jxtv2.flv
江西都市,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv2.flv
江西都市,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv2
江西都市,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jxtv2
江西都市,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8?t=t&token=t
江西都市,https://play-live-hls.jxtvcn.com.cn/showto/tv_jxtv2.m3u8
江西都市,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxds
江西经济生活,http://local-live.jxtvcn.com.cn/live/tv_jxtv3_hd.m3u8
江西经济生活,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv3.m3u8
江西经济生活,http://local-live.jxtvcn.com.cn/live/tv_jxtv3_hd.flv
江西经济生活,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv3.flv
江西经济生活,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv3_hd
江西经济生活,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jxtv3
江西经济生活,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv3_hd.m3u8?t=t&token=t
江西经济生活,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxjjsh
江西影视旅游,http://58.17.48.228:808/hls/20/index.m3u8
江西影视旅游,http://local-live.jxtvcn.com.cn/live/tv_jxtv4.m3u8
江西影视旅游,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv4.m3u8
江西影视旅游,http://local-live.jxtvcn.com.cn/live/tv_jxtv4.flv
江西影视旅游,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv4.flv
江西影视旅游,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv4
江西影视旅游,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jxtv4
江西影视旅游,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8?t=t&token=t
江西影视旅游,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxysly
江西公共农业,http://58.17.48.228:808/hls/21/index.m3u8
江西公共农业,http://local-live.jxtvcn.com.cn/live/tv_jxtv5.m3u8
江西公共农业,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv5.m3u8
江西公共农业,http://local-live.jxtvcn.com.cn/live/tv_jxtv5.flv
江西公共农业,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv5.flv
江西公共农业,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv5
江西公共农业,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jxtv5
江西公共农业,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8?t=t&token=t
江西公共农业,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxggny
江西教育,http://58.17.48.228:808/hls/24/index.m3u8
江西少儿,http://local-live.jxtvcn.com.cn/live/tv_jxtv6.m3u8
江西少儿,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv6.m3u8
江西少儿,http://local-live.jxtvcn.com.cn/live/tv_jxtv6.flv
江西少儿,http://play-live-hls.jxtvcn.com.cn/live/tv_jxtv6.flv
江西少儿,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv6
江西少儿,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jxtv6
江西少儿,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8?t=t&token=t
江西少儿,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxse
江西移动,http://local-live.jxtvcn.com.cn/live/tv_jxtv8.m3u8
江西移动,http://local-live.jxtvcn.com.cn/live/tv_jxtv8.flv
江西移动,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv8
江西移动,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv8.m3u8?t=t&token=t
江西移动,http://php.jdshipin.com:8880/jxtv2.php?id=8
江西陶瓷,http://local-live.jxtvcn.com.cn/live/tv_taoci.m3u8
江西陶瓷,http://local-live.jxtvcn.com.cn/live/tv_taoci.flv
江西陶瓷,rtmp://local-live.jxtvcn.com.cn/live/tv_taoci
江西陶瓷,http://yun-live.jxtvcn.com.cn/live-jxtv/tv_taoci.m3u8?t=t&token=t
江西陶瓷,http://php.jdshipin.com:8880/TVOD/iptv.php?id=taoci
南昌新闻综合,http://live.nctv.top/JKHdjsi/nctv.php?id=ncxw
南昌都市,http://live.nctv.top/JKHdjsi/nctv.php?id=ncds
南昌资讯,http://live.nctv.top/JKHdjsi/nctv.php?id=nczx
南昌新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_nanchang.m3u8
南昌新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_nanchang.flv
南昌新闻综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_nanchang
南昌新闻综合,rtmp://tv.drs.ncntv.com.cn/channellive/nczhpd
南昌科教生活,rtmp://tv.drs.ncntv.com.cn/channellive/nckjpd
九江新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_jiujiang.m3u8
九江新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_jiujiang.flv
九江新闻综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jiujiang
庐山电视台,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
上饶新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_shangrao.m3u8
上饶新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_shangrao.flv
上饶新闻综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_shangrao
吉安综合,http://play-live-hls.jxtvcn.com.cn/live/tv_jian.m3u8
吉安综合,http://play-live-hls.jxtvcn.com.cn/live/tv_jian.flv
吉安综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jian
赣州新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_ganzhou.m3u8
赣州新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_ganzhou.flv
赣州新闻综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_ganzhou
新余新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_xinyu.m3u8
新余新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_xinyu.flv
新余新闻综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_xinyu
景德镇新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_jingdezhen.m3u8
景德镇新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tv_jingdezhen.flv
景德镇新闻综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tv_jingdezhen
📺　福建,#genre#
东南卫视,http://218.89.240.144:59901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://60.174.40.117:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://218.104.239.114:9901/tsfile/live/1017_1.m3u8
海峡卫视,http://218.104.239.114:9901/tsfile/live/0150_1.m3u8
